worker_id,age,gender,education_level,experience_years,job_role,skill_score,daily_wage,work_hours,site_type,city_tier,safety_training,accident_history,attendance_rate,contractor_rating,project_deadline_days,weather_condition,productivity_score
126,24,Female,Degree,5,Engineer,1,714,9,Infrastructure,Tier1,No,1,0.66,4.3,94,Rainy,46.3
127,51,Female,Diploma,18,Supervisor,0,1318,6,Infrastructure,Tier1,Yes,1,0.8,3.4,61,Extreme,48.8
128,46,Male,HighSchool,19,Electrician,0,1488,7,Commercial,Tier2,Yes,3,1.0,3.5,103,Rainy,42.3
129,41,Male,,14,Supervisor,0,1446,10,Residential,Tier2,No,0,0.65,4.7,30,Normal,47.0
130,32,Female,Diploma,15,Supervisor,0,1288,7,Commercial,Tier2,Yes,3,0.69,4.6,23,Normal,19.3
131,57,Male,Degree,8,Supervisor,1,1058,9,Residential,Tier3,No,2,0.93,3.7,108,Extreme,54.2
132,43,Male,Degree,4,Engineer,0,1110,10,Commercial,Tier3,Yes,2,0.86,3.1,87,Extreme,41.6
133,19,Female,,11,Engineer,1,1296,8,Commercial,Tier2,No,2,0.76,3.8,68,Rainy,39.1
134,18,Female,Degree,18,Electrician,0,657,9,Infrastructure,Tier2,No,2,0.81,4.6,90,Normal,50.0
135,18,Female,Diploma,16,Engineer,1,1252,6,Commercial,Tier2,No,0,0.69,4.2,90,Rainy,36.4
136,39,Male,Diploma,12,Engineer,0,1456,7,Residential,Tier3,No,0,0.71,3.2,104,Normal,50.0
137,39,Female,Diploma,2,Mason,0,473,7,Residential,Tier1,Yes,1,0.86,3.3,79,Extreme,40.4
138,57,Male,Degree,5,Supervisor,0,1181,8,Infrastructure,Tier3,Yes,3,0.92,3.6,120,Normal,30.3
139,55,Female,Diploma,0,Engineer,1,1410,6,Commercial,Tier1,Yes,1,0.68,2.9,78,Rainy,25.0
140,35,Male,HighSchool,7,Mason,0,1044,7,Residential,Tier1,No,2,0.61,3.5,96,Normal,28.9
141,58,Female,Diploma,3,Supervisor,1,532,10,Infrastructure,Tier1,No,1,0.7,4.7,91,Normal,28.3
142,26,Male,HighSchool,10,Engineer,1,1071,6,Infrastructure,Tier2,No,0,0.84,4.1,111,Rainy,58.0
143,30,Male,Degree,17,Engineer,0,566,7,Residential,Tier1,No,0,0.77,3.3,103,Rainy,59.7
144,36,Female,Diploma,14,Electrician,1,1467,7,Infrastructure,Tier1,Yes,2,0.98,2.9,40,Normal,41.6
145,60,Female,Diploma,10,Electrician,0,571,9,Residential,Tier1,No,1,0.9,4.2,48,Rainy,53.2
146,38,Male,Degree,4,Supervisor,1,647,9,Infrastructure,Tier3,No,3,0.87,4.4,59,Normal,41.4
147,47,Male,HighSchool,14,Mason,1,1132,10,Commercial,Tier3,No,2,0.63,4.3,52,Extreme,36.6
148,25,Female,Diploma,19,Engineer,0,788,10,Infrastructure,Tier1,Yes,3,0.6,4.9,14,Extreme,23.5
149,50,Male,Diploma,8,Mason,0,1254,9,Commercial,Tier3,No,0,0.6,4.2,73,Extreme,45.8
150,47,Female,Degree,6,Electrician,1,1343,9,Residential,Tier3,Yes,2,0.99,3.1,60,Normal,32.0
151,57,Female,Degree,12,Supervisor,0,486,7,Commercial,Tier2,No,3,0.93,3.4,118,Extreme,43.4
152,21,Female,Degree,0,Engineer,1,541,9,Infrastructure,Tier3,No,3,0.62,2.7,53,Extreme,31.6
153,31,Female,HighSchool,8,Supervisor,1,570,6,Residential,Tier2,No,3,0.75,3.5,23,Normal,29.6
154,19,Male,Degree,13,Electrician,0,1465,9,Commercial,Tier2,No,1,0.66,4.2,33,Rainy,42.3
155,45,Female,,7,Electrician,1,790,9,Commercial,Tier1,Yes,2,0.92,3.1,38,Normal,35.5
156,49,Female,Degree,5,Mason,0,1186,7,Residential,Tier1,Yes,0,0.93,2.9,62,Extreme,56.9
157,22,Male,Degree,1,Engineer,0,492,10,Residential,Tier2,Yes,0,0.71,3.5,23,Extreme,56.5
158,20,Female,,11,Electrician,1,1282,6,Infrastructure,Tier3,Yes,2,0.67,3.3,85,Rainy,26.9
159,59,Male,Diploma,15,Engineer,0,795,8,Commercial,Tier3,Yes,3,0.66,4.7,110,Extreme,37.9
160,39,Male,HighSchool,19,Engineer,0,991,6,Commercial,Tier2,No,3,0.76,2.6,46,Rainy,43.9
161,29,Male,HighSchool,16,Supervisor,0,691,10,Commercial,Tier2,Yes,3,0.7,2.8,35,Normal,22.2
162,40,Female,Degree,5,Supervisor,0,909,7,Infrastructure,Tier3,Yes,0,0.74,2.6,47,Normal,39.1
163,38,Female,Diploma,9,Electrician,1,1377,9,Infrastructure,Tier2,Yes,2,0.79,2.9,112,Extreme,30.7
164,52,Female,,4,Engineer,1,707,6,Residential,Tier2,No,0,0.63,4.2,113,Extreme,34.4
165,27,Male,Diploma,0,Engineer,1,959,8,Commercial,Tier2,Yes,0,0.79,4.0,25,Rainy,41.2
166,51,Female,HighSchool,12,Supervisor,1,1256,10,Infrastructure,Tier3,Yes,0,0.97,2.7,93,Extreme,45.6
167,30,Male,HighSchool,20,Electrician,1,497,10,Commercial,Tier2,Yes,0,0.86,3.9,76,Extreme,53.0
168,20,Female,HighSchool,4,Mason,0,559,6,Commercial,Tier2,Yes,3,0.67,3.6,25,Extreme,25.2
169,56,Male,HighSchool,5,Mason,0,1286,9,Commercial,Tier1,No,0,0.79,3.7,59,Rainy,60.7
170,46,Male,,16,Mason,1,543,9,Residential,Tier3,Yes,1,0.87,2.7,102,Extreme,50.4
171,50,Male,,12,Mason,1,1283,8,Commercial,Tier3,Yes,2,0.79,4.2,40,Rainy,31.2
172,38,Male,Degree,14,Electrician,0,510,8,Commercial,Tier2,Yes,3,0.67,4.1,29,Normal,36.4
173,57,Female,HighSchool,5,Mason,1,1209,6,Commercial,Tier3,No,2,0.86,3.0,92,Rainy,36.5
174,34,Male,Degree,8,Electrician,1,1144,10,Commercial,Tier1,No,1,0.93,3.1,19,Normal,59.8
175,24,Male,HighSchool,20,Supervisor,1,800,7,Commercial,Tier2,Yes,2,0.96,2.6,15,Extreme,53.4
176,49,Female,HighSchool,1,Mason,1,1219,7,Commercial,Tier3,No,1,0.74,2.6,71,Extreme,33.7
177,44,Female,Degree,20,Engineer,0,976,9,Commercial,Tier2,Yes,1,0.85,3.6,55,Rainy,37.4
178,45,Female,HighSchool,20,Engineer,0,573,7,Residential,Tier1,No,2,0.94,4.3,60,Rainy,49.8
179,52,Female,Degree,15,Mason,0,657,7,Infrastructure,Tier3,No,2,0.75,3.1,35,Rainy,42.3
180,36,Male,Diploma,10,Supervisor,0,622,6,Commercial,Tier1,No,3,0.72,4.2,44,Normal,24.4
181,29,Female,HighSchool,0,Supervisor,1,772,8,Residential,Tier3,Yes,0,0.66,4.8,12,Normal,28.2
182,34,Female,Diploma,20,Mason,1,561,6,Commercial,Tier1,Yes,3,0.66,2.8,119,Extreme,22.6
183,44,Female,Degree,10,Electrician,1,1019,8,Residential,Tier2,No,3,0.76,4.1,76,Rainy,30.2
184,51,Male,HighSchool,20,Supervisor,0,1038,6,Commercial,Tier3,Yes,1,0.66,3.4,115,Extreme,42.6
185,52,Male,,6,Electrician,1,951,6,Infrastructure,Tier3,Yes,3,0.9,4.1,100,Rainy,35.2
186,27,Female,Degree,11,Engineer,0,917,10,Residential,Tier1,Yes,3,0.61,3.2,117,Extreme,21.9
187,36,Male,Degree,17,Mason,0,1313,8,Commercial,Tier1,Yes,3,0.77,3.5,13,Extreme,47.7
188,38,Female,HighSchool,14,Mason,1,1371,10,Commercial,Tier1,No,3,0.79,4.2,50,Extreme,37.8
189,21,Female,HighSchool,18,Engineer,1,428,9,Residential,Tier3,Yes,0,0.79,4.7,14,Extreme,38.6
190,53,Female,,8,Mason,1,739,8,Residential,Tier3,Yes,0,0.93,3.4,45,Extreme,50.0
191,42,Male,Diploma,20,Engineer,0,546,10,Residential,Tier2,No,0,0.98,4.6,25,Normal,53.0
192,34,Female,Degree,1,Supervisor,0,428,7,Infrastructure,Tier1,Yes,1,0.86,4.0,87,Extreme,47.9
193,37,Female,HighSchool,5,Mason,0,723,9,Residential,Tier3,No,0,0.75,3.8,39,Rainy,33.1
194,31,Male,,9,Engineer,0,733,7,Infrastructure,Tier2,Yes,0,0.72,3.3,20,Rainy,53.3
195,37,Male,,13,Supervisor,1,1277,6,Residential,Tier2,No,1,0.92,3.4,110,Rainy,56.1
196,59,Female,,4,Engineer,0,1248,9,Commercial,Tier3,No,0,0.74,3.9,34,Rainy,29.8
197,47,Female,,0,Electrician,1,472,9,Residential,Tier3,Yes,0,0.99,4.5,62,Extreme,34.8
198,35,Female,HighSchool,15,Mason,0,1109,6,Residential,Tier1,Yes,2,0.74,4.9,114,Normal,29.1
199,28,Male,,12,Supervisor,0,1336,7,Residential,Tier1,No,2,0.71,4.9,20,Extreme,50.4
200,60,Male,,17,Electrician,0,764,8,Residential,Tier2,No,1,0.88,4.5,110,Rainy,46.9
201,32,Male,Diploma,10,Mason,0,660,9,Residential,Tier2,Yes,3,0.8,4.3,44,Rainy,44.0
202,24,Female,,11,Engineer,1,604,8,Infrastructure,Tier1,No,0,0.67,4.4,102,Extreme,44.5
203,27,Male,HighSchool,0,Engineer,0,793,6,Commercial,Tier3,No,1,0.68,4.7,45,Rainy,25.8
204,45,Female,Degree,9,Electrician,0,1083,6,Infrastructure,Tier3,No,0,0.64,3.6,77,Extreme,40.7
205,36,Male,Diploma,3,Mason,0,656,9,Commercial,Tier2,Yes,1,0.83,4.8,105,Rainy,36.1
206,51,Female,,19,Supervisor,0,622,9,Commercial,Tier3,No,3,0.7,4.9,107,Rainy,18.7
207,22,Female,Diploma,19,Supervisor,1,1177,7,Residential,Tier3,No,3,0.7,4.6,33,Normal,14.3
208,56,Male,Degree,5,Electrician,0,1120,10,Infrastructure,Tier2,No,0,0.93,2.9,88,Extreme,56.5
209,33,Male,,5,Mason,0,633,9,Commercial,Tier2,No,2,0.77,4.0,100,Extreme,46.7
210,47,Female,HighSchool,8,Electrician,0,1237,9,Commercial,Tier1,Yes,3,0.64,3.0,74,Normal,14.6
211,38,Female,Degree,20,Supervisor,0,702,6,Commercial,Tier2,Yes,0,0.75,4.6,106,Normal,59.8
212,23,Male,,8,Electrician,1,1183,10,Residential,Tier3,No,0,0.84,4.0,40,Normal,55.8
213,20,Female,Diploma,18,Mason,1,1002,8,Residential,Tier1,Yes,0,0.74,3.9,16,Rainy,50.0
214,48,Male,HighSchool,16,Supervisor,1,1207,8,Infrastructure,Tier1,Yes,2,0.63,3.9,74,Extreme,42.8
215,22,Male,HighSchool,1,Engineer,0,1181,7,Infrastructure,Tier1,No,2,0.92,2.8,29,Normal,37.7
216,32,Female,Diploma,2,Supervisor,1,669,10,Infrastructure,Tier2,No,2,0.8,4.8,51,Normal,36.8
217,47,Male,Diploma,20,Mason,0,984,10,Residential,Tier3,No,3,0.98,5.0,106,Extreme,39.0
218,19,Male,Degree,8,Electrician,0,1248,9,Infrastructure,Tier3,No,3,0.82,4.8,102,Normal,41.6
219,54,Female,HighSchool,3,Electrician,1,1499,6,Infrastructure,Tier3,Yes,0,0.93,4.6,43,Rainy,42.5
220,55,Female,Degree,5,Mason,0,1478,10,Commercial,Tier1,Yes,1,0.94,4.9,32,Extreme,48.3
221,28,Female,Degree,4,Mason,0,447,10,Residential,Tier1,Yes,1,0.84,3.9,83,Rainy,42.0
222,56,Female,Degree,5,Supervisor,1,687,9,Residential,Tier2,No,1,0.67,2.9,62,Extreme,30.1
223,59,Male,Degree,9,Supervisor,0,660,7,Infrastructure,Tier1,No,1,0.74,4.2,35,Rainy,61.5
224,18,Male,HighSchool,0,Supervisor,1,739,10,Residential,Tier3,Yes,3,0.67,4.4,64,Normal,30.8
225,41,Male,Diploma,14,Engineer,0,981,6,Infrastructure,Tier1,No,0,0.75,3.2,15,Normal,51.8
226,58,Female,,20,Electrician,1,581,10,Residential,Tier1,No,2,0.65,3.4,93,Normal,25.2
227,25,Male,,13,Mason,1,1027,7,Commercial,Tier2,Yes,0,0.96,3.3,111,Extreme,50.5
228,57,Female,HighSchool,8,Electrician,1,1135,7,Infrastructure,Tier3,No,1,0.66,2.8,60,Rainy,29.8
229,25,Female,Diploma,13,Supervisor,0,955,9,Infrastructure,Tier3,Yes,2,0.76,3.6,25,Rainy,26.5
230,42,Male,HighSchool,19,Engineer,0,651,7,Commercial,Tier3,Yes,0,0.68,3.6,59,Extreme,39.1
231,55,Male,Diploma,7,Supervisor,1,838,8,Residential,Tier2,No,0,0.96,3.2,56,Rainy,50.7
232,29,Male,HighSchool,10,Supervisor,0,854,9,Commercial,Tier1,Yes,0,0.81,4.6,36,Rainy,52.2
233,21,Male,Degree,4,Mason,0,974,9,Commercial,Tier2,Yes,3,0.85,2.8,67,Extreme,41.8
234,39,Female,HighSchool,3,Mason,1,465,6,Commercial,Tier2,No,1,0.7,3.9,46,Extreme,31.5
235,33,Female,Diploma,13,Engineer,0,1475,8,Infrastructure,Tier2,Yes,1,0.69,3.9,58,Rainy,34.7
236,30,Male,Diploma,14,Mason,1,1009,10,Commercial,Tier1,Yes,2,0.68,4.5,24,Rainy,46.8
